index,category,sub_category,job_title,province,job_company,job_industry,job_finance,job_welfare,job_experience,job_education,job_skills,create_time,scale_lower,scale_high,city,district,street
1443,人工智能,搜索算法,搜索算法专家,浙江,浙江意竞网络科技,游戏,天使轮,"节日福利,生日福利,带薪年假,五险一金,年终奖",3,本科,搜索/信息检索算法经验,2024-08-31,500,999,杭州,西湖区,西溪
1446,人工智能,搜索算法,算法工程师（25届校招）,浙江,锐鲨科技,电子商务,未融资,"五险一金,年终奖,周末双休,节日福利,带薪年假,餐补",0,本科,"Java,Python,搜索/信息检索算法经验,推荐算法经验,算法,",2024-08-31,100,499,杭州,西湖区,西溪
1449,人工智能,搜索算法,高级nlp算法工程师,浙江,阿里健康,移动互联网,已上市,"股票期权,定期体检,补充医疗保险,全勤奖,通讯补贴,节日福利,包吃,餐补,免费班车,年终奖,零食下午茶,加班补助,交通补助,员工旅游,带薪年假,住房补贴",2,本科,"搜索/信息检索算法经验,自然语言处理经验,计算机相关专业",2024-08-31,500,999,杭州,余杭区,五常
1463,人工智能,搜索算法,搜素校招岗-base杭州-欢迎全国同学沟通~,浙江,BOSS直聘,人力资源服务,已上市,"年终奖,带薪年假,节日福利,交通补助,股票期权,住房补贴,餐补,定期体检,补充医疗保险,员工旅游,加班补助",0,本科,"C/C++,Python,Golang,搜索/信息检索算法经验,,",2024-08-31,1000,9999,杭州,滨江区,长河
1464,人工智能,搜索算法,搜索内容理解方向-NLP/多模态方向,浙江,阿里巴巴智能信息事业群,互联网,已上市,"零食下午茶,节日福利,定期体检,交通补助,股票期权,年终奖,五险一金,免费班车,补充医疗保险,带薪年假,餐补,员工旅游",2,本科,"Java,C/C++,Python",2024-08-31,1000,9999,杭州,余杭区,仓前
1467,人工智能,搜索算法,搜索推荐算法工程师,浙江,知末,互联网,不需要融资,"年终奖,零食下午茶,通讯补贴,五险一金,股票期权,补充医疗保险,交通补助,公积金全额,节日福利,加班补助,带薪年假,员工旅游,定期体检",2,本科,"Python,TensorFlow/PyTorch,Elasticsearch,推荐算法经验,",2024-08-31,100,499,杭州,余杭区,仓前
1475,人工智能,语音算法,大语音语言模型算法实习生(A231293),浙江,西湖心辰,互联网,B轮,"零食下午茶,带薪年假,加班补助,年终奖,定期体检,股票期权,五险一金,节日福利,团建聚餐",0,3个月,"计算机相关专业,人机对话相关经验",2024-08-31,100,499,杭州,西湖区,三墩
1482,人工智能,语音算法,人工智能语音识别高级工程师,浙江,智芯科,电子/半导体/集成电路,A轮,"交通补助,餐补,零食下午茶,节日福利,五险一金",2,本科,"深度学习算法,人工智能,机器学习",2024-08-31,20,99,杭州,萧山区,钱江世纪城
1490,人工智能,语音算法,语音合成算法工程师,浙江,超块,移动互联网,不需要融资,"五险一金,带薪年假,年终奖,全勤奖,零食下午茶,节日福利,员工旅游,定期体检,股票期权",2,本科,"TensorFlow/PyTorch,声学相关专业,语音识别工作经验,",2024-08-31,100,499,杭州,西湖区,文二路
1491,人工智能,语音算法,语音大模型专家（线上兼职）,浙江,摸象大数据,大数据,B轮,"带薪年假,五险一金",3,本科,"NLP,智能外呼",2024-08-31,20,99,杭州,余杭区,仓前
1492,人工智能,语音算法,AI话术训练师,浙江,度言软件,企业服务,不需要融资,"年终奖,团建聚餐,定期体检,通讯补贴,员工旅游,股票期权,交通补助,五险一金,带薪年假,绩效奖金,俱乐部活动,零食下午茶,节日福利",1,本科,"不限,语音识别工作经验,AI话术配 AI产品运营,",2024-08-31,100,499,杭州,余杭区,仓前
1494,人工智能,语音算法,人工智能算法工程师,浙江,兆华电子,电子/硬件开发,A轮,"高温补贴,有无线网,生日福利,团建聚餐,宿舍有空调,包住,节日福利,带薪年假,高温补贴,包吃,零食下午茶,年终奖,员工旅游,全勤奖,五险一金,餐补",2,本科,"异常音检测模型,异常音检测,语音识别或模式识别",2024-08-31,100,499,杭州,余杭区,老余杭
1495,人工智能,语音算法,语音合成算法工程师-大模型训练及应用,浙江,阿里巴巴智能信息事业群,互联网,已上市,"定期体检,补充医疗保险,股票期权,节日福利,五险一金,年终奖,员工旅游,免费班车,餐补,交通补助,带薪年假,零食下午茶",0,本科,"C/C++,Python,Shell/Perl,声学相关专业,TTS,语音合成",2024-08-31,1000,9999,杭州,余杭区,仓前
1501,人工智能,风控算法,高级反欺诈分析咨询经理,浙江,中科聚信,咨询,B轮,"五险一金,节日福利,补充医疗保险,带薪年假,定期体检,团建聚餐",3,本科,"Python,数学/统计相关专业,机器学习算法/工程化经验,,,",2024-08-31,100,499,杭州,上城区,钱江新城
1513,人工智能,风控算法,算法leader（base南京）,浙江,领行科技,互联网,B轮,"餐补,零食下午茶,员工旅游,绩效奖金,节日福利,定期体检,五险一金,团建聚餐,带薪年假,加班补助,有无线网,股票期权,交通补助,年终奖,生日福利,定期体检,补充医疗保险",3,本科,"风控/安全策略经验,数学/统计相关专业,",2024-08-31,1000,9999,杭州,拱墅区,石祥路
1514,人工智能,风控算法,算法工程师（数字化风控方向）,浙江,招银,计算机软件,不需要融资,"带薪年假,零食下午茶,定期体检,生日福利,年终奖,餐补,通讯补贴,补充医疗保险,绩效奖金,节日福利,五险一金,意外险,团建聚餐,员工旅游",2,本科,计算机相关专业,2024-08-31,1000,9999,杭州,滨江区,长河
1519,人工智能,风控算法,风控模型分析师,浙江,钱袋数科,大数据,不需要融资,"五险一金,定期体检,通讯补贴,带薪年假",1,本科,"金融机构策略开发/建模经验,SAS,风控/安全策略经验,,,",2024-08-31,20,99,杭州,西湖区,西溪
1520,人工智能,风控算法,风控策略,浙江,安徽裕宸,互联网金融,未融资,"生日福利,节日福利,有无线网,带薪年假,保底工资,绩效奖金,年终奖,五险一金",2,本科,"Python,SQL,数学/统计相关专业,,,,",2024-08-31,100,499,杭州,上城区,秋涛路沿线
1521,人工智能,风控算法,风控策略分析师,浙江,轻山,互联网金融,不需要融资,"带薪年假,定期体检,年终奖,股票期权,员工旅游,五险一金,节日福利,零食下午茶",1,本科,"Python,R,SAS,计算机相关专业,数学/统计相关专业,",2024-08-31,20,99,杭州,西湖区,三墩
1524,人工智能,风控算法,风控建模(J10010),浙江,如泽,电子商务,未融资,"定期体检,五险一金",2,本科,"Python,数学/统计相关专业,风控/安全策略经验,",2024-08-31,100,499,杭州,余杭区,仓前
1530,人工智能,算法研究员,算法专家（机器人方向）,浙江,涂鸦智能,互联网,已上市,"五险一金,每月团建费,股票期权,带薪年假,通讯补贴,年终奖,定期体检,员工旅游,节日福利,交通补助,加班补助,每年outing",3,本科,"业务导向,扫地机,slam,路径规划",2024-08-31,1000,9999,杭州,西湖区,西溪
1531,人工智能,算法研究员,机器人运动控制算法工程师,浙江,太希智能科技,自动化设备,天使轮,"带薪年假,年终奖,股票期权,全勤奖,员工旅游,五险一金",1,本科,"研究导向,C/C++,机器人关节运动控制,人形机器人平衡算法",2024-08-31,20,99,杭州,拱墅区,石祥路
1533,人工智能,算法研究员,算法专家,浙江,艺恩,大数据,B轮,"弹性工时,交通补助,员工旅游,夜班补助,零食下午茶,节日福利,通讯补贴,五险一金,年终奖,定期体检,绩效奖金,带薪年假,底薪加提成,生日福利,股票期权",2,本科,"智能营销/广告,CNN/RNN/LSTM,英文读写能力良好,,,,,",2024-08-31,20,99,杭州,滨江区,滨江区政府
1534,人工智能,算法研究员,量化研究实习生,浙江,量道投资,基金,不需要融资,"带薪年假,股票期权,员工旅游,年终奖,五险一金,零食下午茶,餐补",0,6个月,数据分析,2024-08-31,0,20,杭州,西湖区,西溪
1535,人工智能,算法研究员,人工智能算法研究员,浙江,智芯科,电子/半导体/集成电路,A轮,"五险一金,节日福利,交通补助,零食下午茶,餐补",0,本科,AI训练,2024-08-31,20,99,杭州,萧山区,钱江世纪城
1536,人工智能,算法研究员,AI/NLP/图像/推荐/运筹/运动控制算法工程师,浙江,北京外企德科人力...,人力资源服务,不需要融资,"通讯补贴,补充医疗保险,零食下午茶,节日福利,交通补助,带薪年假,加班补助,定期体检,五险一金,年终奖",0,本科,"C/C++,机器学习算法/工程化经验,搜索/推荐,,,,,",2024-08-31,1000,9999,杭州,滨江区,长河
1548,人工智能,算法研究员,slam算法工程师,浙江,丰坦机器人,智能硬件,A轮,"年终奖,带薪年假,五险一金,团建聚餐,股票期权,零食下午茶",2,本科,"slam算法工程师,定位导航",2024-08-31,20,99,杭州,西湖区,三墩
1549,人工智能,算法研究员,量化研究员,浙江,数游科技,计算机软件,不需要融资,"加班补助,带薪年假,定期体检,包吃,五险一金",2,本科,业务导向,2024-08-31,100,499,杭州,拱墅区,城西银泰城
1563,人工智能,算法工程师,视频编解码算法工程师,浙江,华橙网络,电子商务,未融资,"餐补,补充医疗保险,定期体检,通讯补贴,节日福利,带薪年假,高温补贴,年终奖,生日福利,加班补助,员工旅游,五险一金",2,本科,"深度学习,机器学习,强化学习,C/C++,算法工程化经验",2024-08-31,1000,9999,杭州,滨江区,长河
1569,人工智能,算法工程师,资深算法工程师,浙江,浙江抖爸爸,批发/零售,未融资,"夜班补助,五险一金,年终奖,员工旅游,团建聚餐,带薪年假,节日福利,法定节假日三薪,生日福利",3,本科,"深度学习,机器学习,推荐算法,C/C++,Python",2024-08-31,100,499,杭州,滨江区,长河
1570,人工智能,算法工程师,算法实习生,浙江,来未来,计算机软件,B轮,"五险一金,定期体检,带薪年假,节日福利,年终奖",0,6个月,"大模型算法,运筹优化算法,自然语言处理算法,Python,,,,",2024-08-31,500,999,杭州,余杭区,五常
1574,人工智能,算法工程师,算法/C++/Java/Python/软测（双休线上面）,浙江,北京外企德科人力...,人力资源服务,不需要融资,"带薪年假,加班补助,五险一金,零食下午茶,定期体检,节日福利,交通补助,补充医疗保险,年终奖,通讯补贴",0,本科,"深度学习,机器学习,大模型算法,图像算法,,,,,,",2024-08-31,1000,9999,杭州,滨江区,长河
1579,人工智能,算法工程师,AIOps 算法专家,浙江,杭州乘云数字技术,计算机软件,A轮,"股票期权,加班补助,绩效奖金,高温补贴,法定节假日三薪,保底工资,节假日加班费,团建聚餐,夜班补助,节日福利,生日福利,零食下午茶,员工旅游,免费工装,年终奖,带薪年假,五险一金,有无线网",2,本科,"Java,机器学习算法/工程化经验,计算机相关专业,业务导向,,",2024-08-31,20,99,杭州,余杭区,仓前
1584,人工智能,算法工程师,智能驾驶多传感器融合跟踪感知算法专家,浙江,路特斯科技,汽车研发/制造,未融资,"交通补助,生日福利,股票期权,五险一金,住房补贴,补充医疗保险,高温补贴,亲属保险",2,本科,"图像算法,融合感知算法,C/C++,Python",2024-08-31,1000,9999,杭州,滨江区,长河
1586,人工智能,算法工程师,算法工程师,浙江,中国电建华东院,电力/热力/燃气/水利,已上市,"交通补助,餐补,包吃,带薪年假,五险一金",2,本科,"机器学习,图像算法,优秀开源项目经历,,,",2024-08-31,1000,9999,杭州,余杭区,五常
1587,人工智能,算法工程师,算法实习生,浙江,autowise,互联网,B轮,"生活补贴,员工旅游,年终奖,带薪年假,五险一金,定期体检,零食下午茶,节日福利",0,3个月,"深度学习,机器学习,SLAM算法,融合感知算法,Python,,",2024-08-31,100,499,杭州,西湖区,古荡
1588,人工智能,算法工程师,CV算法工程师-数字人-杭州 (MJ000035),浙江,蝉妈妈,互联网,A轮,"姨妈假,零食下午茶,定期体检,股票期权,补充医疗保险,节日福利,公租房,团建聚餐,五险一金,员工旅游,年终奖,人才保障房,带薪年假",0,本科,"图像算法,多模态算法,模型加速/性能优化,,",2024-08-31,500,999,杭州,滨江区,长河
1589,人工智能,算法工程师,高级算法工程师,浙江,微策生物,医疗器械,不需要融资,"定期体检,餐补,五险一金,生日福利,生日福利,工会福利,节日福利,带薪年假",2,本科,"多模态算法,Python,C/C++",2024-08-31,500,999,杭州,临平区,临平
1590,人工智能,机器学习,ai算法工程师,浙江,武汉佰钧成技术,计算机软件,不需要融资,"五险一金,补充医疗保险,带薪年假,节日福利,定期体检",2,大专,"深度学习,大模型算法,搜索算法,Python,算法工程化经验",2024-08-31,1000,9999,杭州,西湖区,西溪
1593,人工智能,机器学习,传感器标定工程师,浙江,飞步科技,互联网,B轮,"员工旅游,节日福利,年终奖,交通补助,定期体检,五险一金,零食下午茶,带薪年假,商业保险",1,本科,"算法设计,运动控制算法",2024-08-31,100,499,杭州,西湖区,西溪
1601,人工智能,机器学习,AI分布式工程师(python+shell),浙江,纬创软件,计算机软件,已上市,"员工旅游,五险一金,零食下午茶,带薪年假,节日福利,团建聚餐,补充医疗保险,定期体检",1,大专,"深度学习,大模型算法,Python,Shell,大语言模型,",2024-08-31,1000,9999,杭州,余杭区,未来科技城
1603,人工智能,机器学习,AI应用工程师,浙江,施强教育科技,互联网,不需要融资,"五险一金,节日福利,零食下午茶,员工旅游,周末双休,交通补助,餐补,补充医疗保险,年终奖,加班补助,带薪年假,通讯补贴,全勤奖,定期体检",1,本科,"深度学习,大模型算法,强化学习,自然语言处理算法,,,,,",2024-08-31,1000,9999,杭州,滨江区,长河
1604,人工智能,机器学习,AI&大模型讲师（华为培训）,浙江,讯方技术股份,计算机软件,已上市,"节假日加班费,生日福利,节日福利,定期体检,加班补助,法定节假日三薪,带薪年假,五险一金,通讯补贴,意外险,零食下午茶,补充医疗保险,绩效奖金,团建聚餐,员工旅游",2,本科,"自然语言处理算法,图像算法,Python,分布式训练,,",2024-08-31,1000,9999,杭州,滨江区,浦沿
1607,人工智能,机器学习,机器人视觉算法工程师,浙江,逻腾科技,电子/半导体/集成电路,A轮,"餐补,年终奖,五险一金,零食下午茶,高温补贴,股票期权,绩效奖金,交通补助",2,本科,"智能驾驶,语音/图像识别,云计算,C/C++,R,OpenCV",2024-08-31,100,499,杭州,西湖区,古荡
1608,人工智能,机器学习,机器视觉工程师（高新制造，外观尺寸检测）,浙江,杭州科百特过滤器材,其他行业,不需要融资,"法定节假日三薪,定期体检,高温补贴,员工旅游,交通补助,免费班车,意外险,带薪年假,保底工资,住房补贴,通讯补贴,节日福利,团建聚餐,免费宿舍,绩效奖金,年终奖,宿舍有空调,五险一金,股票期权,节假日加班费",2,本科,"强化学习,图像算法,C/C++,瑕疵检测",2024-08-31,1000,9999,杭州,萧山区,临浦
1615,人工智能,机器学习,算法工程师（机器学习方向）,浙江,数里行间,企业服务,A轮,"生日福利,年终奖,定期体检,住房补贴,通讯补贴,五险一金,股票期权,员工旅游,带薪年假,绩效奖金,节日福利,团建聚餐,零食下午茶",0,本科,"计算机相关专业,数学/统计相关专业,",2024-08-31,20,99,杭州,滨江区,浦沿
1617,人工智能,机器学习,机器学习(定价算法),浙江,浙江意竞网络科技,游戏,天使轮,"年终奖,节日福利,带薪年假,五险一金,生日福利",2,本科,"深度学习,数据挖掘,风控算法,Python,Java,SQL,",2024-08-31,500,999,杭州,西湖区,西溪
1619,人工智能,机器学习,ai训练师,浙江,一鱼文化,游戏,未融资,"五险一金,补充医疗保险",1,本科,语音/图像识别,2024-08-31,100,499,杭州,滨江区,西兴
1621,人工智能,深度学习,深度学习算法工程师,浙江,以诺行,人工智能,B轮,"节日福利,五险一金,餐补,带薪年假",2,本科,"TensorFlow/PyTorch,OpenCV,大模型算法,图像算法,,,,,,,,,",2024-08-31,100,499,杭州,余杭区,仓前
1622,人工智能,深度学习,深度学习开发工程师,浙江,杭州华为企业通信技术,计算机硬件,未融资,"底薪加提成,意外险,节假日加班费,带薪年假,年终奖,股票期权,补充医疗保险,五险一金,加班补助,夜班补助,绩效奖金,法定节假日三薪,定期体检,节日福利,保底工资",0,本科,"Python,CNN/RNN/LSTM,TensorFlow/PyTorch,,,,,",2024-08-31,1000,9999,杭州,滨江区,长河
1623,人工智能,深度学习,量化研究和深度学习实习生,浙江,双安资产,基金,不需要融资,"全勤奖,年终奖,通讯补贴,带薪年假,补充医疗保险,零食下午茶,意外险,定期体检,五险一金,员工旅游,节日福利,餐补,生日福利,团建聚餐,国外国内游",0,6个月,"机器学习,强化学习,数据挖掘,MATLAB,C/C++,Python",2024-08-31,20,99,杭州,拱墅区,拱宸桥
1631,人工智能,深度学习,实习生（算法岗）,浙江,华毅机器人,智能硬件,天使轮,"股票期权,保底工资,高温补贴,意外险,生日福利,员工旅游,工龄奖,五险一金,节日福利,交通补助,团建聚餐,加班补助,定期体检,全勤奖,年终奖,零食下午茶,绩效奖金",0,本科,"图像算法,Python",2024-08-31,0,20,杭州,萧山区,宁围
1632,人工智能,深度学习,AIGC算法工程师,浙江,杭州秋果计划科技,互联网,不需要融资,"股票期权,绩效奖金,生日福利,节日福利,全勤奖,五险一金,团建聚餐,工龄奖,法定节假日三薪,定期体检,员工旅游,节假日加班费,带薪年假",3,本科,"机器学习,多模态算法,MATLAB,,,",2024-08-31,100,499,杭州,滨江区,长河
1636,人工智能,深度学习,深度学习软件工程师/专家(A87802),浙江,知合计算,半导体/芯片,天使轮,"员工旅游,带薪年假,五险一金,团建聚餐,年终奖,绩效奖金,定期体检,节日福利,生日福利",3,本科,"C/C++,团队管理经验,图像算法,算法工程化经验,,,,",2024-08-31,100,499,杭州,西湖区,西溪
1638,人工智能,深度学习,3D点云算法工程师,浙江,浙江吾知科技,互联网,未融资,"股票期权,团建聚餐,五险一金,高温补贴,带薪年假",2,本科,C/C++,2024-08-31,20,99,杭州,临平区,崇贤
1639,人工智能,深度学习,高级模型训练与推理加速工程师,浙江,北京鉴智机器人,计算机软件,A轮,"补充医疗保险,员工旅游,带薪年假,五险一金,餐补,股票期权,零食下午茶,节日福利,定期体检,年终奖",3,本科,"模型加速/性能优化,C/C++,算法工程化经验,,",2024-08-31,100,499,杭州,余杭区,仓前
1641,人工智能,深度学习,深度学习算法工程师,浙江,知存科技,智能硬件/消费电子,B轮,"零食下午茶,团建聚餐,五险一金,绩效奖金,餐补,节日福利,加班补助,年终奖,法定节假日三薪,员工旅游,生日福利,带薪年假,定期体检,补充医疗保险,节假日加班费,意外险",2,本科,"强化学习,大模型算法,语音算法,多模态算法,C/C++",2024-08-31,100,499,杭州,临平区,九堡
1642,人工智能,深度学习,人工智能技术高级顾问JD,浙江,漠坦尼,信息安全,未融资,"节日福利,五险一金,团建聚餐,年终奖,带薪年假,朝九晚五,通讯补贴,定期体检,餐补",1,本科,"人工智能技术,科研创新,AI项目申报",2024-08-31,100,499,杭州,上城区,四季青
1644,人工智能,深度学习,大模型训练加速工程师(A157938),浙江,西湖心辰,互联网,B轮,"带薪年假,团建聚餐,股票期权,节日福利,加班补助,零食下午茶,年终奖,定期体检,五险一金",0,本科,大模型,2024-08-31,100,499,杭州,西湖区,三墩
1647,人工智能,深度学习,深度学习算法实习生,浙江,波誓盾,电子/半导体/集成电路,未融资,"餐补,五险一金,包住,工龄奖,员工旅游,带薪年假,年终奖,节日福利,宿舍有空调,绩效奖金",0,6个月,"机器学习,图像算法,Python,算法工程化经验,,,,",2024-08-31,20,99,杭州,萧山区,宁围
1648,人工智能,深度学习,AI应用实习生,浙江,杭州智算加速科技,互联网,天使轮,"五险一金,加班补助,餐补,有无线网",0,3个月,"大模型算法,自然语言处理算法,Python,优秀开源项目经历,",2024-08-31,0,20,杭州,拱墅区,拱宸桥
1652,人工智能,自动驾驶系统工程师,软件开发工程师（智能驾驶）-合肥,浙江,百得思维,计算机软件,未融资,"交通补助,员工旅游,通讯补贴,免费住宿,零食下午茶,年终奖,节日福利,免费班车,食堂,五险一金,定期体检,带薪年假,餐补",2,本科,"C/C++,Python,L2/L3智能驾驶功能开发经验",2024-08-31,1000,9999,杭州,萧山区,西兴
1657,人工智能,自动驾驶系统工程师,视觉感知算法工程师,浙江,浙江大学杭州科创中心,学术/科研,未融资,"餐补,定期体检,零食下午茶,节日福利,住房补贴,交通补助,五险一金",1,本科,"C/C++,TensorFlow/PyTorch,CNN/RNN/LSTM,视觉感知",2024-08-31,100,499,杭州,萧山区,北干
1659,人工智能,自动驾驶系统工程师,智能车载集成开发工程师,浙江,虹软科技,计算机软件,已上市,"年终奖,五险一金,定期体检,包吃,股票期权,全勤奖,餐补,补充医疗保险,节日福利,带薪年假",1,本科,"C++,Java",2024-08-31,500,999,杭州,滨江区,长河
1661,人工智能,自动驾驶系统工程师,自动驾驶系统工程师/主管,浙江,福瑞泰克,汽车零部件,C轮,"团建聚餐,全额公积金,生日福利,带薪年假,加班补助,节假日加班费,定期体检,节日福利,零食下午茶,法定节假日三薪,员工旅游,股票期权,交通补助,补充年休假,年终奖,工龄奖,补充医疗保险,五险一金",1,本科,"汽车电子系统开发经验,Tier1工作经验,ADAS开发经验",2024-08-31,500,999,杭州,滨江区,长河
1665,人工智能,自动驾驶系统工程师,ADAS系统工程师,浙江,路特斯科技,汽车研发/制造,未融资,"高温补贴,补充医疗保险,股票期权,交通补助,亲属保险,生日福利,五险一金,住房补贴",2,本科,ADAS开发经验,2024-08-31,1000,9999,杭州,滨江区,长河
1676,人工智能,自动驾驶系统工程师,高级感知算法工程师,浙江,朗极智能,计算机软件,A轮,"零食下午茶,高温补贴,员工旅游,股票期权,团建聚餐,法定节假日三薪,年终奖,餐补,生日福利,保底工资,有无线网,节日福利,五险一金",1,本科,"C/C++,Python,TensorFlow/PyTorch,计算机/通信相关专业,",2024-08-31,0,20,杭州,西湖区,西溪
1685,人工智能,数据标注/AI训练师,标注评测副管理+双休+五险一金,浙江,卓越际联科技有限公司,互联网,不需要融资,五险一金,1,大专,"全职工作,数据标注,标注结果整理,不接受居家办公,,",2024-08-31,1000,9999,杭州,余杭区,仓前
1687,人工智能,数据标注/AI训练师,双休AI人工智能审核标注主管入职五险一金,浙江,成都小咖邦智能科技,互联网,不需要融资,"补充医疗保险,五险一金",0,大专,"标注结果抽查,图片标注,文本标注,视频标注",2024-08-31,1000,9999,杭州,滨江区,长河
1688,人工智能,数据标注/AI训练师,AI标注项目管理,浙江,易宝软件,互联网,未融资,"通讯补贴,员工旅游,五险一金,年终奖,定期体检,绩效奖金,补充医疗保险,带薪年假,节日福利,法定节假日三薪,零食下午茶,交通补助,夜班补助,六险一金,企业年金,双休,餐补,加班补助,工龄奖,节假日加班费",2,本科,"全职工作,文本标注,不接受居家办公,AI标注,Ai大模型训练",2024-08-31,1000,9999,杭州,余杭区,仓前
1689,人工智能,数据标注/AI训练师,AI训练师（话术）,浙江,九四智能,互联网,A轮,"股票期权,带薪年假,餐补,五险一金,全勤奖,节日福利",1,本科,"语音标注,数据分析能力强,话术文案,电商,AI外呼",2024-08-31,100,499,杭州,余杭区,仓前
1690,人工智能,数据标注/AI训练师,数据标注团队负责人,浙江,源诚科技,计算机软件,未融资,"生日福利,年终奖,五险一金,团建聚餐,股票期权,有无线网,意外险,补充医疗保险,零食下午茶,员工旅游,住房补贴,节日福利,加班补助,保底工资,带薪年假,定期体检",2,本科,"全职工作,文本标注",2024-08-31,100,499,杭州,西湖区,文二路
1692,人工智能,数据标注/AI训练师,数据标注实习生,浙江,元语智能,计算机软件,天使轮,"五险一金,年终奖,免费班车,零食下午茶,保底工资,补充医疗保险,夜班补助,股票期权,加班补助,员工旅游,全勤奖,绩效奖金,节假日加班费",0,4个月,文字,2024-08-31,0,20,杭州,西湖区,浙大紫金港
1693,人工智能,数据标注/AI训练师,数据标注实习生,浙江,杭州魔点科技有限公司,智能硬件,C轮,"通讯补贴,交通补助,节日福利,年终奖,餐补,股票期权,带薪年假,绩效奖金,定期体检,员工旅游,底薪加提成,五险一金,零食下午茶",0,3个月,"标注结果整理,数据标注,标注结果抽查,图片标注,,,,",2024-08-31,100,499,杭州,余杭区,仓前
1694,人工智能,数据标注/AI训练师,数据标注专员,浙江,杭州萧善科技,互联网,未融资,"零食下午茶,底薪加提成,有无线网",0,大专,"下肢残疾,数据标注,听力残疾无限制,接受兼职,听力残疾,,,,,",2024-08-31,0,20,杭州,萧山区,北干
1695,人工智能,数据标注/AI训练师,数据标注员,浙江,轻蜓科技,电子/半导体/集成电路,A轮,"年终奖,五险一金,定期体检,团建聚餐,生日福利,员工旅游,股票期权,绩效奖金,带薪年假",1,大专,"全职工作,标注数据分析,数据标注,标注结果整理,,,",2024-08-31,20,99,杭州,萧山区,钱江世纪城
1698,人工智能,数据标注/AI训练师,ai数据标注,浙江,杭州绿中游,计算机软件,未融资,"年终奖,加班补助,员工旅游,餐补,五险一金,零食下午茶,节日福利,住房补贴,带薪年假",0,本科,"兼职工作,标注结果整理,数据标注,标注数据分析,,,,,,,,,",2024-08-31,20,99,杭州,余杭区,西溪
1699,人工智能,数据标注/AI训练师,实习生,浙江,微拍堂,电子商务,A轮,"带薪年假,全勤奖,股票期权,节日福利,餐补,补充医疗保险,五险一金,交通补助,年终奖,员工旅游,加班补助",0,6个月,Kafka,2024-08-31,500,999,杭州,西湖区,文二路
1700,人工智能,数据标注/AI训练师,数据标注/接收小白/提供宿舍,浙江,达丰祥泰,计算机服务,未融资,"年终奖,五险一金",0,中专/中技,"全职工作,图片标注,不接受居家办公,接受加班",2024-08-31,20,99,杭州,富阳区,东洲
1701,人工智能,数据标注/AI训练师,数据标注专员,浙江,中数智汇,计算机软件,不需要融资,"餐补,通讯补贴,补充医疗保险,带薪年假,零食下午茶,交通补助,五险一金,年终奖,节日福利,定期体检",0,本科,"数据标注,标注数据分析,文本标注,大数据,金融,",2024-08-31,100,499,杭州,滨江区,长河
1703,人工智能,数据标注/AI训练师,AI人工智能产品运营,浙江,涂鸦智能,互联网,已上市,"股票期权,年终奖,带薪年假,通讯补贴,交通补助,员工旅游,五险一金,每年outing,每月团建费,节日福利,加班补助,定期体检",1,本科,"全职工作,数据分析能力强,不接受居家办公,大模型PT调优",2024-08-31,1000,9999,杭州,西湖区,西溪
1704,人工智能,数据标注/AI训练师,数据标注实习生,浙江,深圳鹿影科技有限公司,人工智能,天使轮,"法定节假日三薪,股票期权,加班补助,补充医疗保险,绩效奖金,有无线网,意外险,交通补助,定期体检,底薪加提成,企业年金,夜班补助,保底工资,五险一金,住房补贴,节日福利,员工旅游,带薪年假,节假日加班费,年终奖",0,6个月,"数据标注,标注数据分析,标注结果整理,视频标注,,",2024-08-31,20,99,杭州,余杭区,仓前
1706,人工智能,数据标注/AI训练师,人工智能训练师,浙江,威灿科技,计算机软件,未融资,"带薪年假,生日福利,全勤奖,年终奖,高温补贴,节日福利,定期体检,工龄奖,五险一金,补充医疗保险,员工旅游,团建聚餐",1,本科,"数据标注,不接受居家办公,分类标注",2024-08-31,100,499,杭州,滨江区,长河
1707,人工智能,数据标注/AI训练师,AI训练实习生,浙江,百应科技,人工智能,B轮,"带薪年假,团建聚餐,定期体检,股票期权,年终奖,节日福利,五险一金",0,4个月,"全职工作,数据标注,标注数据分析,标注方法优化,,,,,,,,",2024-08-31,100,499,杭州,余杭区,未来科技城
1708,人工智能,数据标注/AI训练师,股票形态数据标注,浙江,理灵智能,计算机服务,不需要融资,"交通补助,生日福利,补充医疗保险,团建聚餐,节日福利,零食下午茶,五险一金,带薪年假",0,本科,"兼职工作,数据标注,图片标注,接受居家办公,,,",2024-08-31,0,20,杭州,滨江区,长河
1710,销售技术支持,售前技术支持,海外技术支持（逆变器/储能）,浙江,海兴电力,其他行业,已上市,"员工旅游,节日福利,五险一金,股票期权,带薪年假,年终奖,免费早午餐,免费班车",1,本科,"能源信息化项目,售前技术支持经验,英语可沟通,可适应出差,,,",2024-08-31,1000,9999,杭州,拱墅区,金家渡
1711,销售技术支持,售前技术支持,华东政府售前总监,浙江,智慧足迹,大数据,不需要融资,"加班补助,节日福利,定期体检,补充医疗保险,五险一金,年终奖,团建聚餐,带薪年假",4,本科,"数据要素,产业经济,宏观经济",2024-08-31,100,499,杭州,上城区,笕桥
